"callsign","Counter","time","Latitude","Longitude","Altitude","HorizontalSpeed","Heading","Satellites","Temperature","BatteryVoltage","BatteryCurrent","gyro_x","gyro_y","gyro_z","accel_z","infrared","Temp.","timestamp"
"$CST","8.0","00:00:00","0.0","0.0","0.0","0.0","0.0","0.0","25.3","5.7","0.001","0.9531","-0.6172","0.5312","10.31","1913.0","25.9","1571681916.584"
"$CST","9.0","00:00:00","0.0","0.0","0.0","0.0","0.0","0.0","25.5","5.7","0.001","0.5469","-0.2109","0.5547","10.3","1934.0","25.9","1571681926.701"
"$CST","10.0","00:00:00","0.0","0.0","0.0","0.0","0.0","0.0","25.7","5.7","0.001","0.3828","-0.3047","0.4531","10.32","1975.0","25.9","1571681946.938"
"$CST","11.0","00:00:00","0.0","0.0","0.0","0.0","0.0","0.0","26.0","5.7","0.001","1.0625","-0.1719","0.4609","10.29","2036.0","25.9","1571681957.077"
"$CST","62.0","13:50:22","52.20193","0.11676","29.0","0.0","0.0","9.0","30.9","5.7","0.001","0.4062","-0.2422","0.7031","10.31","495.0","24.5","1571752213.381"
"$CST","63.0","13:50:36","52.20197","0.11676","34.0","0.0","0.0","9.0","30.9","5.7","0.001","0.9141","0.0625","0.6641","10.31","472.0","24.5","1571752233.645"
"$CST","64.0","13:50:50","52.202","0.11676","35.0","0.0","0.0","9.0","30.9","5.7","0.001","0.8281","-0.5234","0.7109","10.3","476.0","24.5","1571752243.772"
"$CST","65.0","13:51:04","52.20203","0.11676","36.0","0.0","0.0","9.0","31.0","5.7","0.001","0.6641","-0.1953","0.2578","10.31","483.0","24.5","1571752264.043"
"$CST","66.0","13:51:18","52.20205","0.11675","36.0","0.0","0.0","9.0","31.0","5.7","0.001","0.6719","0.1094","0.8047","10.31","478.0","24.4","1571752274.174"
"$CST","67.0","13:51:31","52.20205","0.11675","36.0","0.0","0.0","9.0","31.1","5.7","0.001","0.4766","-0.4688","0.5312","10.3","461.0","24.5","1571752284.335"
"$CST","68.0","13:51:45","52.20205","0.11675","37.0","0.0","0.0","9.0","31.1","5.7","0.001","0.4219","-0.3594","0.7266","10.31","430.0","24.5","1571752304.648"
"$CST","69.0","13:51:59","52.20206","0.11675","39.0","0.0","0.0","9.0","31.1","5.7","0.001","0.6953","-0.0469","0.7969","10.31","425.0","24.5","1571752314.781"
"$CST","70.0","13:52:13","52.20208","0.11674","42.0","0.0","0.0","9.0","31.1","5.7","0.001","0.1094","-0.4297","0.5078","10.31","419.0","24.4","1571752324.937"
"$CST","71.0","13:52:27","52.20209","0.11672","41.0","0.0","0.0","9.0","31.2","5.7","0.001","0.5156","-0.3047","0.6641","10.31","413.0","24.4","1571752345.272"
"$CST","72.0","13:52:41","52.20211","0.11671","40.0","0.0","0.0","9.0","31.2","5.7","0.001","0.9531","-0.5","0.6797","10.32","406.0","24.4","1571752355.433"
"$CST","73.0","13:52:55","52.20212","0.1167","38.0","0.0","0.0","9.0","31.2","5.7","0.001","1.0703","0.1172","0.4688","10.31","408.0","24.4","1571752365.564"
"$CST","74.0","13:53:08","52.20213","0.11669","36.0","0.0","0.0","9.0","31.2","5.7","0.001","0.625","-0.3281","0.7109","10.32","395.0","24.4","1571752385.816"
"$CST","75.0","13:53:22","52.20212","0.11668","32.0","0.0","0.0","9.0","31.3","5.7","0.001","1.1953","-0.2656","0.6641","10.28","394.0","24.4","1571752395.996"
"$CST","76.0","13:53:36","52.20211","0.11666","28.0","0.0","0.0","9.0","31.3","5.7","0.001","0.6016","-0.3594","0.5","10.31","399.0","24.4","1571752416.317"
"$CST","77.0","13:53:49","52.20206","0.11669","23.0","0.0","0.0","9.0","31.3","5.7","0.001","0.6719","0.0234","0.5156","10.32","402.0","24.4","1571752426.499"
"$CST","78.0","13:54:04","52.20203","0.11672","18.0","0.0","0.0","9.0","31.4","5.7","0.001","1.1562","-0.7266","0.5547","10.32","405.0","24.4","1571752436.641"
"$CST","79.0","13:54:18","52.20199","0.11675","14.0","0.0","0.0","9.0","31.4","5.7","0.001","0.4766","-0.3281","0.6094","10.29","421.0","24.4","1571752456.894"
"$CST","80.0","13:54:31","52.20194","0.11676","10.0","0.0","0.0","9.0","31.4","5.7","0.001","0.6484","-0.5469","0.5938","10.31","441.0","24.4","1571752467.06"
"$CST","81.0","13:54:45","52.20191","0.11677","7.0","0.0","0.0","9.0","31.4","5.7","0.001","0.4766","-0.3359","0.6641","10.32","445.0","24.4","1571752477.192"
"$CST","82.0","13:54:59","52.2019","0.11678","6.0","0.0","0.0","9.0","31.5","5.7","0.001","0.9844","0.0156","0.5781","10.31","448.0","24.4","1571752497.488"
"$CST","83.0","13:55:13","52.2019","0.11678","9.0","0.0","0.0","9.0","31.4","5.7","0.001","1.0078","-0.4688","0.5938","10.3","455.0","24.4","1571752507.63"
"$CST","84.0","13:55:27","52.20192","0.11678","14.0","0.0","0.0","9.0","31.5","5.7","0.001","0.9219","-0.2422","0.4375","10.31","455.0","24.4","1571752517.78"
"$CST","85.0","13:55:41","52.20195","0.11678","21.0","0.0","0.0","9.0","31.5","5.7","0.001","0.7109","0.0625","0.4609","10.3","467.0","24.4","1571752538.089"
"$CST","86.0","13:55:54","52.20197","0.11678","27.0","0.0","0.0","9.0","31.6","5.7","0.001","0.4141","0.4141","0.6719","10.31","473.0","24.4","1571752548.231"
"$CST","87.0","13:56:08","52.20199","0.11679","34.0","0.0","0.0","9.0","31.6","5.7","0.001","0.6797","-0.0312","0.5703","10.3","457.0","24.4","1571752568.518"
"$CST","88.0","13:56:22","52.202","0.1168","37.0","0.0","0.0","9.0","31.6","5.7","0.001","1.0156","0.0","0.5078","10.33","465.0","24.4","1571752578.666"
"$CST","89.0","13:56:36","52.20199","0.11681","36.0","0.0","0.0","9.0","31.6","5.7","0.001","0.4062","0.2578","0.6953","10.31","482.0","24.4","1571752588.801"
"$CST","90.0","13:56:50","52.202","0.11683","37.0","0.0","0.0","9.0","31.6","5.7","0.001","0.7734","-0.2109","0.8203","10.31","484.0","24.4","1571752609.13"
"$CST","91.0","13:57:04","52.20201","0.11684","39.0","0.0","0.0","9.0","31.6","5.7","0.001","0.4922","-0.1875","0.5312","10.32","465.0","24.4","1571752619.273"
"$CST","92.0","13:57:17","52.20202","0.11686","39.0","0.0","0.0","9.0","31.6","5.7","0.001","0.4609","-0.0547","0.875","10.31","465.0","24.4","1571752629.421"
"$CST","93.0","13:57:31","52.20203","0.11687","39.0","0.0","0.0","9.0","31.7","5.7","0.001","0.6953","-0.2109","0.6562","10.32","462.0","24.4","1571752649.659"
"$CST","94.0","13:57:45","52.20203","0.11687","39.0","0.0","0.0","9.0","31.8","5.7","0.001","0.8047","-0.4297","0.7031","10.31","459.0","24.4","1571752659.806"
"$CST","95.0","13:57:59","52.20203","0.11687","37.0","0.0","0.0","9.0","31.7","5.7","0.001","0.5859","-0.3281","0.6094","10.34","458.0","24.4","1571752669.986"
"$CST","96.0","13:58:13","52.20202","0.11686","36.0","0.0","0.0","9.0","31.8","5.7","0.001","0.6016","-0.2812","0.875","10.31","449.0","24.4","1571752690.264"
"$CST","97.0","13:58:27","52.20203","0.11686","37.0","0.0","0.0","9.0","31.8","5.7","0.001","0.4062","-0.3594","0.7031","10.31","442.0","24.4","1571752700.422"
"$CST","98.0","13:58:41","52.20202","0.11685","35.0","0.0","0.0","9.0","31.8","5.7","0.001","1.0469","-0.3828","0.3438","10.31","419.0","24.4","1571752720.676"
"$CST","99.0","13:58:54","52.20202","0.11685","34.0","0.0","0.0","9.0","31.8","5.7","0.001","1.0078","-0.7734","0.5781","10.31","409.0","24.4","1571752730.807"
"$CST","100.0","13:59:08","52.20202","0.11684","36.0","0.0","0.0","9.0","31.8","5.7","0.001","0.5312","-0.5469","0.5234","10.32","397.0","24.4","1571752740.952"
"$CST","101.0","13:59:22","52.20203","0.11681","36.0","0.0","0.0","9.0","31.8","5.7","0.001","0.8594","-0.0469","0.6094","10.31","377.0","24.4","1571752761.244"
"$CST","102.0","13:59:36","52.20203","0.11679","38.0","0.0","0.0","9.0","31.8","5.7","0.001","0.7578","-0.3984","0.7031","10.3","368.0","24.4","1571752771.392"
"$CST","103.0","13:59:50","52.20202","0.11678","35.0","0.0","0.0","9.0","31.8","5.7","0.001","0.5547","-0.4219","0.6562","10.29","360.0","24.4","1571752781.523"
"$CST","104.0","14:00:04","52.202","0.11678","32.0","0.0","0.0","9.0","31.8","5.7","0.001","0.7344","-0.0938","0.5312","10.32","344.0","24.4","1571752801.778"
"$CST","105.0","14:00:18","52.202","0.11678","33.0","0.0","0.0","9.0","31.8","5.7","0.001","0.9609","0.2266","0.6719","10.3","338.0","24.4","1571752811.932"
"$CST","106.0","14:00:32","52.20201","0.11678","37.0","0.0","0.0","9.0","31.8","5.7","0.001","0.5859","-0.2812","0.1875","10.29","321.0","24.4","1571752832.249"
"$CST","107.0","14:00:46","52.202","0.11678","39.0","0.0","0.0","9.0","31.9","5.7","0.001","0.5312","-0.0938","0.4844","10.32","313.0","24.4","1571752842.398"
"$CST","108.0","14:01:00","52.20199","0.11679","44.0","0.0","0.0","9.0","31.9","5.7","0.001","0.8125","-0.3359","0.5547","10.3","305.0","24.4","1571752852.546"
