"callsign","Counter","time","Latitude","Longitude","Altitude","HorizontalSpeed","Heading","Satellites","Temperature","BatteryVoltage","BatteryCurrent","gyro_x","gyro_y","gyro_z","accel_z","infrared","Temp.","timestamp"
"$CST","1877","18:56:42","52.20214","0.11671","00051","0","0","12","30.4","5.3","0.001","0.8828","-0.1016","0.3672","10.28","358.0","22.3","1572720994.681*1606"
"$CST","1878","18:56:56","52.20215","0.11673","00049","0","0","12","30.4","5.3","0.001","0.7422","0.1094","0.7188","10.31","357.0","22.3","1572721014.984*DB7E"
"$CST","1879","18:57:10","52.20217","0.11674","00047","0","0","12","30.4","5.3","0.001","0.5312","-0.1172","0.7734","10.32","357.0","22.3","1572721025.122*AF8C"
"$PiHHhf))Sq@AF9&(.h_(&4Rx48PqM"
"$CST","1880","18:57:24","52.20217","0.11675","00047","0","0","12","30.3","5.3","0.001","0.2422","0.2969","0.5781","10.3","357.0","22.3","1572721045.453*9FD2"
"$CST","1881","18:57:38","52.20217","0.11675","00047","0","0","12","30.3","5.3","0.001","0.2891","-0.1719","0.5703","10.32","357.0","22.3","1572721055.591*18D3"
"$CST","1882","18:57:52","52.20215","0.11674","00047","0","0","12","30.3","5.3","0.001","0.2188","-0.375","0.75","10.31","356.0","22.3","1572721065.733*7845"
"$9V])i)i_(sQ:BSnOJT(T.KJ.(A4P>R-("
"$CST","1883","18:58:06","52.20217","0.11673","00045","0","0","11","30.4","5.3","0.001","0.4297","0.0","0.5859","10.3","356.0","22.3","1572721085.99*FB62"
"$JCJ>c;hiR(~4SQE-QK@)h)qN?(`iEPRQE-KE@R@RJ))"
"$CST","1884","18:58:20","52.20217","0.11672","00044","0","0","12","30.4","5.3","0.001","0.75","-0.1016","0.5703","10.32","356.0","22.3","1572721096.122*528D"
"$CST","1885","18:58:34","52.20217","0.11671","00042","0","0","12","30.4","5.3","0.001","0.5","0.2578","0.5391","10.31","356.0","22.3","1572721106.286*DB42"
"$W;>R9P~R~TVRRRA_QEQGlrix8<P[M-@.hPQ)J.K"
"$CST","1886","18:58:48","52.20217","0.11671","00042","0","0","12","30.3","5.3","0.001","0.5","-0.2578","0.5938","10.31","357.0","22.2","1572721126.58*4DFF"
"$_""JLs>!4iab{RRcThZZnhQ""I3@&4rF"
"$CST","1887","18:59:01","52.20215","0.11672","00042","0","0","12","30.4","5.3","0.001","0.7188","-0.0469","0.6328","10.3","356.0","22.2","1572721136.738*A693"
"$CST","1888","18:59:15","52.20215","0.11671","00043","0","0","12","30.3","5.3","0.001","0.9766","-0.2344","0.6797","10.31","357.0","22.2","1572721146.884*D98B"
"$CST","1889","18:59:29","52.20215","0.11671","00043","0","0","12","30.3","5.3","0.001","0.75","-0.1172","0.8516","10.31","357.0","22.2","1572721167.143*01BC"
"$CST","1890","18:59:43","52.20215","0.11671","00042","0","0","12","30.3","5.3","0.002","0.8828","-0.2891","0.6172","10.31","357.0","22.2","1572721177.332*55E3"
"$CST","1891","18:59:57","52.20215","0.11669","00039","0","0","12","30.3","5.3","0.001","0.8281","-0.3984","0.6328","10.3","356.0","22.2","1572721197.604*95B5"
"$CST","1892","19:00:11","52.20215","0.11667","00036","0","0","12","30.3","5.3","0.001","0.6641","-0.2344","0.6875","10.31","356.0","22.2","1572721207.759*0870"
"$CST","1954","19:14:37","52.20205","0.11664","00021","0","0","12","30.3","5.3","0.001","0.8672","-0.0703","0.4531","10.31","357.0","22.2","1572722070.116*B0ED"
"$CST","1955","19:14:51","52.20205","0.11669","00026","0","0","12","30.2","5.3","0.001","0.5391","0.25","0.7656","10.31","357.0","22.2","1572722090.437*5307"
"$CST","1956","19:15:05","52.20206","0.11671","00029","0","0","12","30.2","5.3","0.001","0.7344","-0.2344","0.5469","10.33","357.0","22.2","1572722100.584*7813"
"$@]0l~F4sY'PoMt\~\N""oFTSLf6f:xIb^@:jLJ4;Qt;mM;#4_F?~T]Rc#M7VTtZ>t3~m{~A@z"
"$CST","1957","19:15:19","52.20208","0.11673","00035","0","0","12","30.2","5.3","0.001","0.4922","-0.1641","0.7031","10.33","358.0","22.2","1572722110.742*4B80"
"$CST","1958","19:15:32","52.20211","0.11674","00042","0","0","12","30.2","5.3","0.001","0.8438","-0.0469","0.6406","10.34","357.0","22.2","1572722131.047*2992"
"$CST","1959","19:15:46","52.20213","0.11675","00049","0","0","12","30.3","5.3","0.001","0.625","-0.2344","0.6172","10.31","357.0","22.2","1572722141.202*4F62"
"$CST","1960","19:16:00","52.20213","0.11675","00049","0","0","12","30.2","5.3","0.001","0.625","-0.1484","0.7031","10.3","357.0","22.2","1572722161.509*AB9E"
"$CST","1961","19:16:14","52.20213","0.11675","00048","0","0","12","30.3","5.3","0.001","0.625","-0.2344","0.5469","10.32","357.0","22.2","1572722171.655*D7B9"
"$CST","1962","19:16:28","52.20213","0.11676","00049","0","0","12","30.3","5.3","0.001","0.8281","-0.0234","0.5234","10.31","357.0","22.2","1572722181.805*CF0F"
"$CST","1963","19:16:42","52.20211","0.11678","00047","0","0","12","30.2","5.3","0.001","0.7656","-0.0078","0.5625","10.3","358.0","22.2","1572722202.093*D54A"
"$CST","1965","19:17:10","52.20208","0.11678","00039","0","0","12","30.3","5.3","0.001","0.4453","0.1406","0.8281","10.33","358.0","22.2","1572722222.392*83EF"
"$CST","1966","19:17:24","52.20205","0.11680","00034","0","0","12","30.3","5.3","0.001","0.9922","-0.1016","0.8672","10.35","357.0","22.2","1572722242.704*8925"
"$CST","1967","19:17:38","52.20208","0.11680","00034","0","0","12","30.2","5.3","0.001","0.7734","-0.1172","0.5547","10.31","357.0","22.2","1572722252.847*08E1"
"$K/Cj?1}i|~b/IKQGIGOZ?^jz/Ici}iUIgb3PHP=E!EQ@dzLQHb4e)U(2"
"$CST","1968","19:17:52","52.20211","0.11680","00040","0","0","12","30.2","5.3","0.001","0.9688","0.2266","0.5547","10.32","357.0","22.2","1572722273.12*9AEB"
"$CST","1969","19:18:06","52.20211","0.11679","00044","0","0","12","30.2","5.3","0.001","0.6562","0.2344","0.7578","10.31","357.0","22.2","1572722283.283*C891"
"$CST","1970","19:18:20","52.20209","0.11679","00044","0","0","12","30.2","5.3","0.001","0.5703","-0.2344","0.5078","10.34","358.0","22.2","1572722293.448*32CA"
